"State","Facility","County","Total Deaths","Resident Deaths","Staff Deaths","Deaths UI"
"Florida","OAKS OF CLEARWATER, THE","Pinellas","0","0","0","0"
"Florida","OKEECHOBEE HEALTH CARE FACILITY","Okeechobee","0","0","0","0"
"Florida","OLIVE BRANCH HEALTH AND REHABILITATION CENTER","Escambia","0","0","0","0"
"Florida","OMEGA GROUP OF SOUTH FLORIDA, INC.","Broward","0","0","0","0"
"Florida","ORCHARD RIDGE","Pasco","0","0","0","0"
"Florida","ORCHID TERRACE","Collier","0","0","0","0"
"Florida","ORMOND IN THE PINES","Volusia","0","0","0","0"
"Florida","OUR DREAM ALF","Dade","0","0","0","0"
"Florida","OUR LADY OF CHARITY ACLF, INC","Dade","0","0","0","0"
"Florida","PACIFICA SENIOR LIVING OCALA","Marion","0","0","0","0"
"Florida","PACIFICA SENIOR LIVING OF PALM BEACH","Palm Beach","0","0","0","0"
"Florida","PACIFICA SENIOR LIVING SUNRISE","Broward","0","0","0","0"
"Florida","PADDOCK RIDGE","Marion","0","0","0","0"
"Florida","PALACE AT KENDALL","Dade","0","0","0","0"
"Florida","PALACE AT KENDALL NURSING AND REHABILITATION CENTER","Dade","0","0","0","0"
"Florida","PALM BREEZE A.L.F.","Dade","0","0","0","0"
"Florida","PALM CITY NURSING AND REHAB CENTER","Martin","0","0","0","0"
"Florida","PALM GARDEN OF GAINESVILLE","Alachua","0","0","0","0"
"Florida","PALM GARDEN OF JACKSONVILLE","Duval","0","0","0","0"
"Florida","PALM GARDEN OF LARGO","Pinellas","0","0","0","0"
"Florida","PALM GARDEN OF ORLANDO","Orange","0","0","0","0"
"Florida","PALM GARDEN OF PORT ST. LUCIE","St. Lucie","0","0","0","0"
"Florida","PALM GARDEN OF SUN CITY","Hillsborough","0","0","0","0"
"Florida","PALM GARDEN OF VERO BEACH","Indian River","0","0","0","0"
"Florida","PALMETTO LANDING","Seminole","0","0","0","0"
"Florida","PALM'S EDGE ASSISTED LIVING AND MEMORY CARE","Palm Beach","0","0","0","0"
"Florida","PALMS OF FORT MYERS","Lee","0","0","0","0"
"Florida","PALMS OF SEBRING (THE)","Highlands","0","0","0","0"
"Florida","PALMS OF SEBRING, THE","Highlands","0","0","0","0"
"Florida","PALMVIEW AT GULF COAST VILLAGE","Lee","0","0","0","0"
"Florida","PARK PLACE ASSISTED LIVING INC","Dade","0","0","0","0"
"Florida","PARKSIDE HEALTH AND REHABILITATION CENTER","Volusia","0","0","0","0"
"Florida","PARKVIEW REHABILITATION CENTER AT WINTER PARK","Orange","0","0","0","0"
"Florida","PAVILION AT BAYVIEW (THE)","St. Johns","0","0","0","0"
"Florida","PAVILION GARDENS","Dade","0","0","0","0"
"Florida","PENINSULA (THE)","Broward","0","0","0","0"
"Florida","PENSACOLA DEVELOPMENTAL CENTER","Escambia","0","0","0","0"
"Florida","PINEBROOK CENTER","Sarasota","0","0","0","0"
"Florida","PINELLAS POINT NURSING AND REHAB CENTER","Pinellas","0","0","0","0"
"Florida","PINES OF SARASOTA","Sarasota","0","0","0","0"
"Florida","PLANTATION NURSING & REHABILITATION CENTER","Broward","0","0","0","0"
"Florida","PLAZA WEST","Hillsborough","0","0","0","0"
"Florida","PLEASANT RETIREMENT HOME INC","Palm Beach","0","0","0","0"
"Florida","PLYMOUTH HARBOR INC","Sarasota","0","0","0","0"
"Florida","POET'S WALK SARASOTA","Sarasota","0","0","0","0"
"Florida","PONDELLA RESIDENTIAL CARE LLC","Lee","0","0","0","0"
"Florida","PORT ORANGE NURSING AND REHAB CENTER","Volusia","0","0","0","0"
"Florida","PORT ST. LUCIE REHABILITATION AND HEALTHCARE","St. Lucie","0","0","0","0"
"Florida","PRINCE ADAM'S PLACE LLC","Broward","0","0","0","0"
"Florida","PRINCETON VILLAGE OF PALM COAST","Flagler","0","0","0","0"
"Florida","PRUITTHEALTH - PANAMA CITY","Bay","0","0","0","0"
"Florida","QUEEN ELAINE ASSISTED LIVING FACILITY LLC","Seminole","0","0","0","0"
"Florida","REGAL PALMS","Pinellas","0","0","0","0"
"Florida","REGENCY PARK","Lake","0","0","0","0"
"Florida","REGENTS PARK OF SUNRISE","Broward","0","0","0","0"
"Florida","REHAB & HEALTHCARE CENTER OF CAPE CORAL","Lee","0","0","0","0"
"Florida","REHABILITATION CENTER AT PARK PLACE","Escambia","0","0","0","0"
"Florida","REHABILITATION CENTER OF LAKE CITY, THE","Columbia","0","0","0","0"
"Florida","REHABILITATION CENTER OF WINTER PARK, THE","Orange","0","0","0","0"
"Florida","RENAISSANCE SENIOR LIVING","Indian River","0","0","0","0"
"Florida","RESIDENCE AT BAY VUE","Manatee","0","0","0","0"
"Florida","RESIDENCE AT TIMBER PINES (THE)","Hernando","0","0","0","0"
"Florida","RIVERSIDE CARE CENTER","Dade","0","0","0","0"
"Florida","RIVERWOOD CENTER","Duval","0","0","0","0"
"Florida","RIVERWOOD HEALTH & REHABILITATION CENTER","Bradford","0","0","0","0"
"Florida","RIVIERA HEALTH RESORT","Dade","0","0","0","0"
"Florida","ROCKY CREEK VILLAGE","Hillsborough","0","0","0","0"
"Florida","ROYAL PALM BEACH HEALTH AND REHABILITATION CENTER","Palm Beach","0","0","0","0"
"Florida","SALMOS 23 #4 LLC","Dade","0","0","0","0"
"Florida","SAMANTHA WILSON CARE CENTER","St. Johns","0","0","0","0"
"Florida","SAN JOSE HEALTH AND REHABILITATION CENTER","Duval","0","0","0","0"
"Florida","SANDGATE GARDENS REHAB AND NURSING CENTER","St. Lucie","0","0","0","0"
"Florida","SANDIA","Hardee","0","0","0","0"
"Florida","SARASOTA HEALTH AND REHABILITATION CENTER","Sarasota","0","0","0","0"
"Florida","SARASOTA MEMORIAL NURSING AND REHABILITATION CENTER","Sarasota","0","0","0","0"
"Florida","SAVANNAH COURT OF BARTOW","Polk","0","0","0","0"
"Florida","SAVANNAH COURT OF LAKE WALES","Polk","0","0","0","0"
"Florida","SCOTT LAKE HEALTH AND REHABILITATION CENTER","Polk","0","0","0","0"
"Florida","SEASONS BELLEAIR","Pinellas","0","0","0","0"
"Florida","SEASONS LARGO","Pinellas","0","0","0","0"
"Florida","SEAVIEW NURSING AND REHABILITATION CENTER","Broward","0","0","0","0"
"Florida","SENIOR POINT ASSISTED LIVING FACILITY LLC","Hillsborough","0","0","0","0"
"Florida","SERENADES BY SONATA","Seminole","0","0","0","0"
"Florida","SERENADES IN THE VILLAGES","Sumter","0","0","0","0"
"Florida","SHADY PALMS RETIREMENT HOMES, INC","Hillsborough","0","0","0","0"
"Florida","SHELL POINT NURSING PAVILION","Lee","0","0","0","0"
"Florida","SHERIDAN AT HOBE SOUND, THE","Martin","0","0","0","0"
"Florida","SHORE ACRES CARE CENTER","Pinellas","0","0","0","0"
"Florida","SIGNATURE HEALTHCARE AT COLLEGE PARK","Lee","0","0","0","0"
"Florida","SIGNATURE HEALTHCARE AT THE COURTYARD","Jackson","0","0","0","0"
"Florida","SIGNATURE HEALTHCARE OF GAINESVILLE","Alachua","0","0","0","0"
"Florida","SIGNATURE HEALTHCARE OF PORT CHARLOTTE","Charlotte","0","0","0","0"
"Florida","SILVER CREEK, ST AUGUSTINE LLC","St. Johns","0","0","0","0"
"Florida","SIM LODGE","Highlands","0","0","0","0"
"Florida","SOLARIS HEALTHCARE BAYONET POINT","Pasco","0","0","0","0"
"Florida","SOLARIS HEALTHCARE COCONUT CREEK","Broward","0","0","0","0"
"Florida","SOLARIS HEALTHCARE IMPERIAL","Collier","0","0","0","0"
"Florida","SOLARIS HEALTHCARE LAKE CITY","Columbia","0","0","0","0"
"Florida","SOLARIS HEALTHCARE OSCEOLA","Osceola","0","0","0","0"
"Florida","SOLARIS HEALTHCARE PARKWAY","Martin","0","0","0","0"
"Florida","SOLARIS HEALTHCARE PLANT CITY","Hillsborough","0","0","0","0"
"Florida","SOLARIS SENIOR LIVING NORTH NAPLES","Collier","0","0","0","0"
"Florida","SOLARIS SENIOR LIVING VERO BEACH","Indian River","0","0","0","0"
"Florida","SONATA BOCA RATON","Palm Beach","0","0","0","0"
"Florida","SONATA COCONUT CREEK","Broward","0","0","0","0"
"Florida","SONATA DELRAY BEACH","Palm Beach","0","0","0","0"
"Florida","SONATA HUNTER'S CREEK","Osceola","0","0","0","0"
"Florida","SONATA VERO BEACH","Indian River","0","0","0","0"
"Florida","SONATA VIERA","Brevard","0","0","0","0"
"Florida","SOUTH CAMPUS CARE CENTER","Lake","0","0","0","0"
"Florida","SOUTH FLORIDA HOME SERVICES INC.","Dade","0","0","0","0"
"Florida","SOUTH HERITAGE HEALTH & REHABILITATION CENTER","Pinellas","0","0","0","0"
"Florida","SPECIALTY HEALTH AND REHABILITATION CENTER","Escambia","0","0","0","0"
"Florida","SPRINGS AT SHELL POINT RETIREMENT COMMUNITY, THE","Lee","0","0","0","0"
"Florida","SPRINGTREE REHABILITATION & HEALTH CARE CENTER","Broward","0","0","0","0"
"Florida","ST ANNES NURSING CENTER, ST ANNES RESIDENCE INC","Dade","0","0","0","0"
"Florida","ST ANNE'S RESIDENCE","Dade","0","0","0","0"
"Florida","ST AUGUSTINE HEALTH AND REHABILITATION CENTER","St. Johns","0","0","0","0"
"Florida","ST CATHERINE LABOURE MANOR INC","Duval","0","0","0","0"
"Florida","ST JOSEPH RESIDENCE, INC.","Broward","0","0","0","0"
"Florida","ST MARK VILLAGE INC","Pinellas","0","0","0","0"
"Florida","STARLING AT NOCATEE","St. Johns","0","0","0","0"
"Florida","STONE LEDGE MANOR","Hillsborough","0","0","0","0"
"Florida","STRIVE AT FERN PARK","Seminole","0","0","0","0"
"Florida","STUART LODGE","Martin","0","0","0","0"
"Florida","SUMMER VISTA ASSISTED LIVING COMMUNITY","Escambia","0","0","0","0"
"Florida","SUMTER PLACE IN THE VILLAGES","Sumter","0","0","0","0"
"Florida","SUN CITY SENIOR LIVING","Hillsborough","0","0","0","0"
"Florida","SUN COAST RESIDENTIAL CARE, INC.","Broward","0","0","0","0"
"Florida","SUN COAST RETREAT","Pasco","0","0","0","0"
"Florida","SUN TERRACE HEALTH CARE CENTER","Hillsborough","0","0","0","0"
"Florida","SUN TOWERS RETIREMENT COMMUNITY","Hillsborough","0","0","0","0"
"Florida","SUN VILLAGE HOMES INC","Dade","0","0","0","0"
"Florida","SUNFLOWER SPRINGS LLC","Citrus","0","0","0","0"
"Florida","SUNLAND CENTER MARIANNA-FAC I","Jackson","0","0","0","0"
"Florida","SUNLAND CENTER MARIANNA-FACILITY III","Jackson","0","0","0","0"
"Florida","SUNLAND MARIANNA FACILITY V","Jackson","0","0","0","0"
"Florida","SUNNY HILLS OF SEBRING","Highlands","0","0","0","0"
"Florida","SUNNYSIDE NURSING HOME","Sarasota","0","0","0","0"
"Florida","SUNRISE COMMUNITY, INC.","Dade","0","0","0","0"
"Florida","SUNRISE COMMUNITY, INC.","Lee","0","0","0","0"
"Florida","SUNRISE COMMUNITY, INC.","Leon","0","0","0","0"
"Florida","SUNRISE HEALTH AND REHABILITATION CENTER","Broward","0","0","0","0"
"Florida","SUNSET HARBOR ASSISTED LIVING","Pinellas","0","0","0","0"
"Florida","SUNSET POINT","Pinellas","0","0","0","0"
"Florida","SUNSHINE ADULT CENTER #2","Dade","0","0","0","0"
"Florida","SUNSHINE ADULT CENTER CORP.","Dade","0","0","0","0"
"Florida","SUPERIOR RESIDENCES OF CLERMONT","Lake","0","0","0","0"
"Florida","SYLVAN HEALTH CENTER","Pinellas","0","0","0","0"
"Florida","SYLVAN TERRACE","Pinellas","0","0","0","0"
"Florida","SYMPHONY AT DELRAY BEACH","Palm Beach","0","0","0","0"
"Florida","TACACHALE - FACILITY IV","Alachua","0","0","0","0"
"Florida","TAMPA LAKES HEALTH AND REHABILITATION CENTER","Hillsborough","0","0","0","0"
"Florida","TANGERINE COVE OF BROOKSVILLE","Hernando","0","0","0","0"
"Florida","TAPESTRY SENIOR LIVING OF TALLAHASSEE","Leon","0","0","0","0"
"Florida","TARPON BAYOU CENTER","Pinellas","0","0","0","0"
"Florida","TERE'S SENIOR CARE, CORP","Dade","0","0","0","0"
"Florida","TERRA VISTA REHAB AND HEALTH CENTER","Orange","0","0","0","0"
"Florida","TERRACE HEALTH & REHABILITATION CENTER","Alachua","0","0","0","0"
"Florida","TERRACE OF JACKSONVILLE, THE","Duval","0","0","0","0"
"Florida","TERRACE OF KISSIMMEE, THE","Osceola","0","0","0","0"
"Florida","TERRACINA GRAND","Collier","0","0","0","0"
"Florida","THE ARLINGTON OF NAPLES, INC","Collier","0","0","0","0"
"Florida","THE BEACON AT GULF BREEZE","Santa Rosa","0","0","0","0"
"Florida","THE CABANA AT JENSEN DUNES","Martin","0","0","0","0"
"Florida","THE FORUM AT DEER CREEK","Broward","0","0","0","0"
"Florida","THE FOUNTAINS AT LAKE POINTE WOODS","Sarasota","0","0","0","0"
"Florida","THE LANDING OF LAKE WORTH","Palm Beach","0","0","0","0"
"Florida","THE MERIDIAN AT WATERWAYS","Broward","0","0","0","0"
"Florida","THE RESIDENCE AT DANIA BEACH","Broward","0","0","0","0"
"Florida","THE RESIDENCES AT MIAMI","Dade","0","0","0","0"
"Florida","THE ROSE GARDEN OF ORLANDO","Orange","0","0","0","0"
"Florida","THE SHERIDAN AT COOPER CITY","Broward","0","0","0","0"
"Florida","THE VALENCIA","Hardee","0","0","0","0"
"Florida","THE VILLAS AT LAKESIDE OAKS","Pinellas","0","0","0","0"
"Florida","THE WATERMARK OF GULF BREEZE","Santa Rosa","0","0","0","0"
"Florida","TIERRA PINES CENTER","Pinellas","0","0","0","0"
"Florida","TITUSVILLE REHABILITATION AND NURSING CENTER","Brevard","0","0","0","0"
"Florida","TOBY WEINMAN ASSISTED LIVING RESIDENCE AT MENORAH MANOR","Pinellas","0","0","0","0"
"Florida","TRADITION OF THE PALM BEACHES (THE)","Palm Beach","0","0","0","0"
"Florida","TREEMONT ON THE PARK","Broward","0","0","0","0"
"Florida","TRI-COUNTY NURSING HOME","Gilchrist","0","0","0","0"
"Florida","TROPICAL PARADISE ALF INC","Dade","0","0","0","0"
"Florida","TUSCANY VILLA OF NAPLES","Collier","0","0","0","0"
"Florida","TUSKAWILLA NURSING AND REHAB CENTER","Seminole","0","0","0","0"
"Florida","TWO SISTERS TENDER CARE LLC","Dade","0","0","0","0"
"Florida","UNIVERSITY CROSSING","Duval","0","0","0","0"
"Florida","UNKNOWN FACILITY","Unknown County","0","0","0","0"
"Florida","VERANDA CLUB ASSISTED LIVING, THE","Palm Beach","0","0","0","0"
"Florida","VI AT LAKESIDE VILLAGE","Palm Beach","0","0","0","0"
"Florida","VICK STREET MANOR","Charlotte","0","0","0","0"
"Florida","VICTORIA LANDING ALF","Brevard","0","0","0","0"
"Florida","VICTORIAN MANOR RETIREMENT CENTER INC","Santa Rosa","0","0","0","0"
"Florida","VILLA HEALTH & REHABILITATION CENTER","Volusia","0","0","0","0"
"Florida","VILLA ROSA I, INC.","Dade","0","0","0","0"
"Florida","VILLA ROSA II INC","Dade","0","0","0","0"
"Florida","VILLA ROSA III, INC","Dade","0","0","0","0"
"Florida","VILLA SERENA I","Dade","0","0","0","0"
"Florida","VILLAGE ON THE ISLE","Sarasota","0","0","0","0"
"Florida","VILLAGES REHABILITATION AND NURSING CENTER, THE","Lake","0","0","0","0"
"Florida","VILLAS OF CASA CELESTE (THE)","Pinellas","0","0","0","0"
"Florida","VILLAS OF HOLLY BROOK - BRADENTON COVE","Manatee","0","0","0","0"
"Florida","VINTAGE CARE SENIOR HOUSING","Putnam","0","0","0","0"
"Florida","VISTA LAKE","Lake","0","0","0","0"
"Florida","VIZCAYA BY THE SEA","Broward","0","0","0","0"
"Florida","WALTON PLACE","Pinellas","0","0","0","0"
"Florida","WATERCREST OF ST LUCIE WEST ASSISTED LIVING AND MEMORY CARE","St. Lucie","0","0","0","0"
"Florida","WATER'S EDGE ASSISTED LIVING","Martin","0","0","0","0"
"Florida","WATER'S EDGE OF BRADENTON, LLC","Manatee","0","0","0","0"
"Florida","WATER'S EDGE OF LAKE WALES","Polk","0","0","0","0"
"Florida","WAVE CREST HEALTH AND REHABILITATION CENTER","Brevard","0","0","0","0"
"Florida","WEDGEWOOD HEALTHCARE CENTER","Polk","0","0","0","0"
"Florida","WEINBERG VILLAGE","Hillsborough","0","0","0","0"
"Florida","WELLSPRING ASSISTED LIVING FACILITY","Pasco","0","0","0","0"
"Florida","WEST BAY OF TAMPA","Pinellas","0","0","0","0"
"Florida","WEST BROWARD REHABILITATION AND HEALTHCARE","Broward","0","0","0","0"
"Florida","WESTBROOKE MANOR","Pasco","0","0","0","0"
"Florida","WESTCHESTER GARDENS HEALTH & REHABILITATION","Pinellas","0","0","0","0"
"Florida","WESTCHESTER OF SUNRISE","Broward","0","0","0","0"
"Florida","WESTMINSTER BALDWIN PARK","Orange","0","0","0","0"
"Florida","WESTMINSTER MANOR OF BRADENTON","Manatee","0","0","0","0"
"Florida","WESTMINSTER PALMS","Pinellas","0","0","0","0"
"Florida","WESTMINSTER POINT PLEASANT","Manatee","0","0","0","0"
"Florida","WESTMINSTER WINTER PARK","Orange","0","0","0","0"
"Florida","WESTPOINTE RETIREMENT COMMUNITY INC","Escambia","0","0","0","0"
"Florida","WILLOWBROOKE COURT AT AZALEA TRACE","Escambia","0","0","0","0"
"Florida","WILLOWBROOKE COURT SKILLED CARE CENTER- EDGEWATER AT BOCA POINTE","Palm Beach","0","0","0","0"
"Florida","WILTON MANORS HEALTH & REHABILITATION CENTER","Broward","0","0","0","0"
"Florida","WINDSOR OF LAKEWOOD RANCH (THE)","Manatee","0","0","0","0"
"Florida","WINDSOR PLACE RETIREMENT HOME","Broward","0","0","0","0"
"Florida","WINTER HAVEN HEALTH AND REHABILITATION CENTER","Polk","0","0","0","0"
"Florida","WOOD LAKE HEALTH AND REHABILITATION CENTER","Palm Beach","0","0","0","0"
"Florida","WOODBRIDGE CARE CENTER","Hillsborough","0","0","0","0"
"Florida","WOODLAND GROVE HEALTH & REHABILITATION CENTER","Duval","0","0","0","0"
"Florida","WOODLAND TOWERS","Volusia","0","0","0","0"
"Florida","WOODMONT A PACIFICA SENIOR LIVING COMMUNITY","Leon","0","0","0","0"
"Florida","WRIGHTS HEALTHCARE AND REHABILITATION CENTER","Pinellas","0","0","0","0"
"Florida","WYNDHAM LAKES JACKSONVILLE","Duval","0","0","0","0"
"Florida","YOURLIFE OF PALM BEACH GARDENS","Palm Beach","0","0","0","0"
"Florida","ZON BEACHSIDE LLC","Brevard","0","0","0","0"
